Athlete ID,Athlete Name,Activity ID,Activity Name,Description,Start Date,Elapsed Time,Type,Location,Distance (km),Pace (min/km),Time
12805279,Lauren Ryan,12854912910,6,One of my fave cities in the US 🙌🏽✨,2024-11-08 20:57:54+00:00,2816,Run,"Westport, USA",9.67,4.43,42 m 55 s
12805279,Lauren Ryan,12841142679,7,Thank gosh for the lights at UA & Peninsula loop 🙌🏽 post massage in PA,2024-11-06 23:23:03+00:00,3383,Run,"Baltimore, USA",11.32,4.52,51 m 7 s
12805279,Lauren Ryan,12822260072,LR,W/ 5x4 min pickups off 1min,2024-11-04 15:41:19+00:00,5464,Run,"Torrey C Brown Rail Trail, USA",20.64,4.08,1 h 24 m
12805279,Lauren Ryan,12923955250,CD,,2024-11-17 16:59:50+00:00,1514,Run,"Baltimore, USA",5.03,4.63,23 m 20 s
12805279,Lauren Ryan,12923955311,Session Pt.2: 2x 10mins tempo off 90s jog,W/ Ethan & Mark. Lara on the bike✨🙌🏽,2024-11-17 16:03:20+00:00,1298,Run,"Baltimore, USA",6.47,3.33,21 m 35 s
12805279,Lauren Ryan,12923955277,Session Pt.1: 5x 1min hills off jog back,W/ Mark & Ethan,2024-11-17 15:39:59+00:00,801,Run,"Baltimore, USA",3.22,4.12,13 m 17 s
12805279,Lauren Ryan,12923955130,WU,,2024-11-17 14:48:28+00:00,1670,Run,"Baltimore, USA",5.25,4.63,24 m 20 s
12805279,Lauren Ryan,12909536993,Another 9 clicks,W/ Jen!! Race weekend debrief 🙌🏽✨,2024-11-15 21:50:19+00:00,4243,Run,"Baltimore, USA",14.49,4.65,1 h 7 m
12805279,Lauren Ryan,12907189116,Couple of miles,See you in the afternoon for more miles,2024-11-15 15:19:10+00:00,1960,Run,"Lycoming County, USA",7.24,4.5,32 m 35 s
12805279,Lauren Ryan,12902373589,CD,"Made Seb tag along, low key got dropped",2024-11-14 21:48:54+00:00,1683,Run,"Toronto, Canada",5.31,4.45,23 m 40 s
12805279,Lauren Ryan,12902374055,Session: 7x3mins off 1min jog,On Canadian turf…. Lots of maple leaves 🍁🇨🇦,2024-11-14 21:19:11+00:00,1713,Run,"Toronto, Canada",8.16,3.48,28 m 28 s
12805279,Lauren Ryan,12902373586,WU,,2024-11-14 20:39:44+00:00,1695,Run,"Toronto, Canada",5.27,4.52,23 m 48 s
12805279,Lauren Ryan,12893929363,MLR in 🇨🇦🍁,,2024-11-13 18:11:36+00:00,4755,Run,"Toronto, Canada",16.91,4.45,1 h 15 m
12805279,Lauren Ryan,12885346802,45mins in Buffalo 🦬,🔜 Nigara Falls,2024-11-12 17:02:01+00:00,2753,Run,"Buffalo, USA",10.21,4.43,45 m 14 s
12805279,Lauren Ryan,12879083241,OUCH my quads,3 with Seb,2024-11-11 19:26:58+00:00,1901,Run,"Lake Huntington, USA",6.78,4.42,30 m 2 s
12805279,Lauren Ryan,12974819966,Baltimore LR,"W/ Jen & Ethan, back to the mainland 🇦🇺",2024-11-24 14:05:52+00:00,6176,Run,"Baltimore, USA",22.01,4.47,1 h 38 m
12805279,Lauren Ryan,12959581789,Treadmill Miles,"First snow of the season. Meant treadmill this morning, wayyy too cold! 3.5 / 5 Miles",2024-11-22 14:30:45+00:00,3720,Run,,13.68,4.53,1 h 2 m
